"","movie","type","word","minutes_in","group","year"
"1","Django Unchained","word","goddamn",7.23,"PG-13","2012"
"2","Django Unchained","word","goddamn",8.37,"PG-13","2012"
"3","Django Unchained","word","bitch",8.38,"Female Slur","2012"
"4","Django Unchained","word","damn",8.65,"PG-13","2012"
"5","Django Unchained","word","fucking",8.87,"Fucks","2012"
"6","Django Unchained","word","damn",8.88,"PG-13","2012"
"7","Django Unchained","word","n-word",9.8,"Racial Slur","2012"
"8","Django Unchained","word","goddamn",10.07,"PG-13","2012"
"9","Django Unchained","word","hell",10.53,"PG-13","2012"
"10","Django Unchained","word","n-word",13.57,"Racial Slur","2012"
"11","Django Unchained","word","n-word",14.07,"Racial Slur","2012"
"12","Django Unchained","word","hell",14.75,"PG-13","2012"
"13","Django Unchained","word","n-word",14.78,"Racial Slur","2012"
"14","Django Unchained","word","ass",19.37,"PG-13","2012"
"15","Django Unchained","word","goddamn",20.25,"PG-13","2012"
"16","Django Unchained","word","n-word",20.47,"Racial Slur","2012"
"17","Django Unchained","word","hell",22.67,"PG-13","2012"
"18","Django Unchained","word","n-word",24.98,"Racial Slur","2012"
"19","Django Unchained","word","n-word",28.55,"Racial Slur","2012"
"20","Django Unchained","word","n-word",28.65,"Racial Slur","2012"
"21","Django Unchained","word","n-word",28.8,"Racial Slur","2012"
"22","Django Unchained","word","n-word",29.38,"Racial Slur","2012"
"23","Django Unchained","word","n-word",29.5,"Racial Slur","2012"
"24","Django Unchained","word","n-word",29.65,"Racial Slur","2012"
"25","Django Unchained","word","n-word",31.07,"Racial Slur","2012"
"26","Django Unchained","word","n-word",31.1,"Racial Slur","2012"
"27","Django Unchained","word","damn",33.12,"PG-13","2012"
"28","Django Unchained","word","goddamn",36.55,"PG-13","2012"
"29","Django Unchained","word","bitch",36.57,"Female Slur","2012"
"30","Django Unchained","word","bitches",40.92,"Female Slur","2012"
"31","Django Unchained","word","n-word",41.68,"Racial Slur","2012"
"32","Django Unchained","word","n-word",42.02,"Racial Slur","2012"
"33","Django Unchained","word","fucking",42.23,"Fucks","2012"
"34","Django Unchained","word","shit",42.23,"Shits","2012"
"35","Django Unchained","word","fucking",42.33,"Fucks","2012"
"36","Django Unchained","word","shit",42.38,"Shits","2012"
"37","Django Unchained","word","goddamn",42.45,"PG-13","2012"
"38","Django Unchained","word","shit",42.47,"Shits","2012"
"39","Django Unchained","word","goddamn",42.5,"PG-13","2012"
"40","Django Unchained","word","shit",43.12,"Shits","2012"
"41","Django Unchained","word","fucking",43.22,"Fucks","2012"
"42","Django Unchained","word","fucking",43.25,"Fucks","2012"
"43","Django Unchained","word","fucking",43.27,"Fucks","2012"
"44","Django Unchained","word","fuck",43.28,"Fucks","2012"
"45","Django Unchained","word","bitches",43.42,"Female Slur","2012"
"46","Django Unchained","word","n-word",43.65,"Racial Slur","2012"
"47","Django Unchained","word","goddamn",44.3,"PG-13","2012"
"48","Django Unchained","word","fucking",44.42,"Fucks","2012"
"49","Django Unchained","word","shit",44.55,"Shits","2012"
"50","Django Unchained","word","n-word",44.58,"Racial Slur","2012"
"51","Django Unchained","word","n-word",44.63,"Racial Slur","2012"
"52","Django Unchained","word","n-word",44.67,"Racial Slur","2012"
"53","Django Unchained","word","shit",45.5,"Shits","2012"
"54","Django Unchained","word","hell",47.65,"PG-13","2012"
"55","Django Unchained","word","hell",48.3,"PG-13","2012"
"56","Django Unchained","word","damn",53.08,"PG-13","2012"
"57","Django Unchained","word","n-word",59.42,"Racial Slur","2012"
"58","Django Unchained","word","goddamned",59.65,"PG-13","2012"
"59","Django Unchained","word","n-word",59.75,"Racial Slur","2012"
"60","Django Unchained","word","fuck",60.5,"Fucks","2012"
"61","Django Unchained","word","fucking",62.22,"Fucks","2012"
"62","Django Unchained","word","n-word",63.2,"Racial Slur","2012"
"63","Django Unchained","word","n-word",64.78,"Racial Slur","2012"
"64","Django Unchained","word","n-word",70.1,"Racial Slur","2012"
"65","Django Unchained","word","n-word",71.17,"Racial Slur","2012"
"66","Django Unchained","word","n-word",71.2,"Racial Slur","2012"
"67","Django Unchained","word","n-word",71.23,"Racial Slur","2012"
"68","Django Unchained","word","n-word",71.28,"Racial Slur","2012"
"69","Django Unchained","word","n-word",71.35,"Racial Slur","2012"
"70","Django Unchained","word","n-word",71.87,"Racial Slur","2012"
"71","Django Unchained","word","n-word",73.17,"Racial Slur","2012"
"72","Django Unchained","word","n-word",73.23,"Racial Slur","2012"
"73","Django Unchained","word","n-word",73.32,"Racial Slur","2012"
"74","Django Unchained","word","n-word",73.73,"Racial Slur","2012"
"75","Django Unchained","word","n-word",74,"Racial Slur","2012"
"76","Django Unchained","word","n-word",74.4,"Racial Slur","2012"
"77","Django Unchained","word","goddamn",74.77,"PG-13","2012"
"78","Django Unchained","word","n-word",74.83,"Racial Slur","2012"
"79","Django Unchained","word","hell",75.67,"PG-13","2012"
"80","Django Unchained","word","goddamn",76.2,"PG-13","2012"
"81","Django Unchained","word","n-word",76.3,"Racial Slur","2012"
"82","Django Unchained","word","n-word",76.37,"Racial Slur","2012"
"83","Django Unchained","word","ass",76.45,"PG-13","2012"
"84","Django Unchained","word","goddamn",76.45,"PG-13","2012"
"85","Django Unchained","word","hell",76.92,"PG-13","2012"
"86","Django Unchained","word","n-word",78.48,"Racial Slur","2012"
"87","Django Unchained","word","ass",79.57,"PG-13","2012"
"88","Django Unchained","word","goddamn",79.63,"PG-13","2012"
"89","Django Unchained","word","goddamn",79.77,"PG-13","2012"
"90","Django Unchained","word","n-word",79.8,"Racial Slur","2012"
"91","Django Unchained","word","n-word",81.32,"Racial Slur","2012"
"92","Django Unchained","word","goddamn",81.68,"PG-13","2012"
"93","Django Unchained","word","n-word",82.98,"Racial Slur","2012"
"94","Django Unchained","word","n-word",83.47,"Racial Slur","2012"
"95","Django Unchained","word","n-word",83.52,"Racial Slur","2012"
"96","Django Unchained","word","n-word",83.68,"Racial Slur","2012"
"97","Django Unchained","word","n-word",84.47,"Racial Slur","2012"
"98","Django Unchained","word","ass",88.32,"PG-13","2012"
"99","Django Unchained","word","n-word",88.35,"Racial Slur","2012"
"100","Django Unchained","word","n-word",88.75,"Racial Slur","2012"
"101","Django Unchained","word","ass",88.97,"PG-13","2012"
"102","Django Unchained","word","n-word",89.13,"Racial Slur","2012"
"103","Django Unchained","word","n-word",89.13,"Racial Slur","2012"
"104","Django Unchained","word","n-word",89.35,"Racial Slur","2012"
"105","Django Unchained","word","bastard",89.52,"PG-13","2012"
"106","Django Unchained","word","n-word",89.62,"Racial Slur","2012"
"107","Django Unchained","word","ass",90.03,"PG-13","2012"
"108","Django Unchained","word","motherfucker",90.03,"Fucks","2012"
"109","Django Unchained","word","goddamn",90.17,"PG-13","2012"
"110","Django Unchained","word","n-word",90.32,"Racial Slur","2012"
"111","Django Unchained","word","goddamn",90.37,"PG-13","2012"
"112","Django Unchained","word","n-word",90.42,"Racial Slur","2012"
"113","Django Unchained","word","shit",90.43,"Shits","2012"
"114","Django Unchained","word","ass",90.88,"PG-13","2012"
"115","Django Unchained","word","n-word",91,"Racial Slur","2012"
"116","Django Unchained","word","n-word",91.02,"Racial Slur","2012"
"117","Django Unchained","word","n-word",91.17,"Racial Slur","2012"
"118","Django Unchained","word","n-word",91.18,"Racial Slur","2012"
"119","Django Unchained","word","ass",92.12,"PG-13","2012"
"120","Django Unchained","word","damn",92.23,"PG-13","2012"
"121","Django Unchained","word","damn",92.25,"PG-13","2012"
"122","Django Unchained","word","shit",92.27,"Shits","2012"
"123","Django Unchained","word","damn",92.33,"PG-13","2012"
"124","Django Unchained","word","bitch",92.37,"Female Slur","2012"
"125","Django Unchained","word","n-word",92.53,"Racial Slur","2012"
"126","Django Unchained","word","n-word",92.67,"Racial Slur","2012"
"127","Django Unchained","word","ass",92.78,"PG-13","2012"
"128","Django Unchained","word","ass",93.22,"PG-13","2012"
"129","Django Unchained","word","n-word",96.73,"Racial Slur","2012"
"130","Django Unchained","word","ass",101.02,"PG-13","2012"
"131","Django Unchained","word","n-word",101.48,"Racial Slur","2012"
"132","Django Unchained","word","n-word",101.97,"Racial Slur","2012"
"133","Django Unchained","word","n-word",102.07,"Racial Slur","2012"
"134","Django Unchained","word","n-word",102.32,"Racial Slur","2012"
"135","Django Unchained","word","n-word",102.6,"Racial Slur","2012"
"136","Django Unchained","word","n-word",102.78,"Racial Slur","2012"
"137","Django Unchained","word","n-word",102.83,"Racial Slur","2012"
"138","Django Unchained","word","n-word",103.02,"Racial Slur","2012"
"139","Django Unchained","word","n-word",103.15,"Racial Slur","2012"
"140","Django Unchained","word","n-word",103.2,"Racial Slur","2012"
"141","Django Unchained","word","hell",103.83,"PG-13","2012"
"142","Django Unchained","word","n-word",104.23,"Racial Slur","2012"
"143","Django Unchained","word","n-word",104.27,"Racial Slur","2012"
"144","Django Unchained","word","ass",104.35,"PG-13","2012"
"145","Django Unchained","word","n-word",104.9,"Racial Slur","2012"
"146","Django Unchained","word","bitch",104.97,"Female Slur","2012"
"147","Django Unchained","word","n-word",105.62,"Racial Slur","2012"
"148","Django Unchained","word","n-word",106.12,"Racial Slur","2012"
"149","Django Unchained","word","ass",108.38,"PG-13","2012"
"150","Django Unchained","word","n-word",108.48,"Racial Slur","2012"
"151","Django Unchained","word","n-word",108.65,"Racial Slur","2012"
"152","Django Unchained","word","n-word",109.12,"Racial Slur","2012"
"153","Django Unchained","word","n-word",109.18,"Racial Slur","2012"
"154","Django Unchained","word","n-word",109.2,"Racial Slur","2012"
"155","Django Unchained","word","goddamn",109.33,"PG-13","2012"
"156","Django Unchained","word","goddamn",111.33,"PG-13","2012"
"157","Django Unchained","word","damn",111.53,"PG-13","2012"
"158","Django Unchained","word","n-word",112.08,"Racial Slur","2012"
"159","Django Unchained","word","shit",112.08,"Shits","2012"
"160","Django Unchained","word","fucked",112.08,"Fucks","2012"
"161","Django Unchained","word","motherfuckers",113.05,"Fucks","2012"
"162","Django Unchained","word","hell",113.22,"PG-13","2012"
"163","Django Unchained","word","ass",113.25,"PG-13","2012"
"164","Django Unchained","word","n-word",113.5,"Racial Slur","2012"
"165","Django Unchained","word","n-word",113.97,"Racial Slur","2012"
"166","Django Unchained","word","n-word",114.05,"Racial Slur","2012"
"167","Django Unchained","word","fuck",114.15,"Fucks","2012"
"168","Django Unchained","word","bitch",114.18,"Female Slur","2012"
"169","Django Unchained","word","goddamn",114.93,"PG-13","2012"
"170","Django Unchained","word","bitches",115.02,"Female Slur","2012"
"171","Django Unchained","word","bitches",115.07,"Female Slur","2012"
"172","Django Unchained","word","damn",116.65,"PG-13","2012"
"173","Django Unchained","word","goddamn",117.85,"PG-13","2012"
"174","Django Unchained","word","jackass",120.65,"PG-13","2012"
"175","Django Unchained","word","ass",121.12,"PG-13","2012"
"176","Django Unchained","word","goddamn",121.12,"PG-13","2012"
"177","Django Unchained","word","n-word",121.37,"Racial Slur","2012"
"178","Django Unchained","word","n-word",121.67,"Racial Slur","2012"
"179","Django Unchained","word","n-word",122.45,"Racial Slur","2012"
"180","Django Unchained","word","goddamn",122.6,"PG-13","2012"
"181","Django Unchained","word","ass",122.63,"PG-13","2012"
"182","Django Unchained","word","n-word",123.42,"Racial Slur","2012"
"183","Django Unchained","word","shit",130.07,"Shits","2012"
"184","Django Unchained","word","n-word",130.38,"Racial Slur","2012"
"185","Django Unchained","word","ass",130.45,"PG-13","2012"
"186","Django Unchained","word","fucking",132.22,"Fucks","2012"
"187","Django Unchained","word","n-word",131.73,"Racial Slur","2012"
"188","Django Unchained","word","shit",132.1,"Shits","2012"
"189","Django Unchained","word","bitch",132.12,"Female Slur","2012"
"190","Django Unchained","word","fucking",132.22,"Fucks","2012"
"191","Django Unchained","word","damn",132.3,"PG-13","2012"
"192","Django Unchained","word","bitch",132.32,"Female Slur","2012"
"193","Django Unchained","word","fucking",132.35,"Fucks","2012"
"194","Django Unchained","word","damn",132.37,"PG-13","2012"
"195","Django Unchained","word","fuck",132.42,"Fucks","2012"
"196","Django Unchained","word","fuck",132.53,"Fucks","2012"
"197","Django Unchained","word","n-word",132.55,"Racial Slur","2012"
"198","Django Unchained","word","n-word",133.17,"Racial Slur","2012"
"199","Django Unchained","word","motherfucker",133.27,"Fucks","2012"
"200","Django Unchained","word","shit",133.42,"Shits","2012"
"201","Django Unchained","word","shit",134.4,"Shits","2012"
"202","Django Unchained","word","goddamn",134.77,"PG-13","2012"
"203","Django Unchained","word","goddamn",135.18,"PG-13","2012"
"204","Django Unchained","word","horseshit",135.43,"Shits","2012"
"205","Django Unchained","word","ass",135.65,"PG-13","2012"
"206","Django Unchained","word","goddamn",135.7,"PG-13","2012"
"207","Django Unchained","word","bitch",135.78,"Female Slur","2012"
"208","Django Unchained","word","n-word",136.2,"Racial Slur","2012"
"209","Django Unchained","word","n-word",138.3,"Racial Slur","2012"
"210","Django Unchained","word","ass",140.23,"PG-13","2012"
"211","Django Unchained","word","motherfuckers",140.25,"Fucks","2012"
"212","Django Unchained","word","ass",140.43,"PG-13","2012"
"213","Django Unchained","word","fucking",140.5,"Fucks","2012"
"214","Django Unchained","word","n-word",140.68,"Racial Slur","2012"
"215","Django Unchained","word","shit",140.93,"Shits","2012"
"216","Django Unchained","word","n-word",140.97,"Racial Slur","2012"
"217","Django Unchained","word","shit",141.22,"Shits","2012"
"218","Django Unchained","word","hell",141.25,"PG-13","2012"
"219","Django Unchained","word","n-word",141.27,"Racial Slur","2012"
"220","Django Unchained","word","ass",141.52,"PG-13","2012"
"221","Django Unchained","word","ass",142.42,"PG-13","2012"
"222","Django Unchained","word","n-word",142.43,"Racial Slur","2012"
"223","Django Unchained","word","fuck",143.68,"Fucks","2012"
"224","Django Unchained","word","fuck",144.2,"Fucks","2012"
"225","Django Unchained","word","ass",144.58,"PG-13","2012"
"226","Django Unchained","word","bitches",144.77,"Female Slur","2012"
"227","Django Unchained","word","goddamn",145.12,"PG-13","2012"
"228","Django Unchained","word","fucking",145.17,"Fucks","2012"
"229","Django Unchained","word","shit",145.22,"Shits","2012"
"230","Django Unchained","word","ass",145.53,"PG-13","2012"
"231","Django Unchained","word","fucking",147.2,"Fucks","2012"
"232","Django Unchained","word","damn",147.23,"PG-13","2012"
"233","Django Unchained","word","n-word",147.48,"Racial Slur","2012"
"234","Django Unchained","word","fuck",147.62,"Fucks","2012"
"235","Django Unchained","word","goddamn",148.43,"PG-13","2012"
"236","Django Unchained","word","n-word",148.57,"Racial Slur","2012"
"237","Django Unchained","word","fucking",149.02,"Fucks","2012"
"238","Django Unchained","word","goddamn",152.23,"PG-13","2012"
"239","Django Unchained","word","motherfucker",152.35,"Fucks","2012"
"240","Django Unchained","word","bitch",157.3,"Female Slur","2012"
"241","Django Unchained","word","n-word",158.62,"Racial Slur","2012"
"242","Django Unchained","word","n-word",158.65,"Racial Slur","2012"
"243","Django Unchained","word","shit",158.78,"Shits","2012"
"244","Django Unchained","word","n-word",158.78,"Racial Slur","2012"
"245","Django Unchained","word","motherfucker",158.9,"Fucks","2012"
"246","Django Unchained","word","damn",158.92,"PG-13","2012"
"247","Django Unchained","word","n-word",158.98,"Racial Slur","2012"
"248","Django Unchained","word","horseshit",159.18,"Shits","2012"
"249","Django Unchained","word","n-word",159.25,"Racial Slur","2012"
"250","Django Unchained","word","bitch",159.33,"Female Slur","2012"
"251","Django Unchained","word","motherfucker",159.37,"Fucks","2012"
"252","Django Unchained","word","n-word",159.42,"Racial Slur","2012"
"253","Django Unchained","word","ass",159.53,"PG-13","2012"
"254","Django Unchained","word","n-word",159.58,"Racial Slur","2012"
"255","Django Unchained","word","n-word",159.65,"Racial Slur","2012"
"256","Django Unchained","word","ass",159.7,"PG-13","2012"
"257","Django Unchained","word","ass",159.77,"PG-13","2012"
"258","Django Unchained","word","n-word",159.8,"Racial Slur","2012"
"259","Django Unchained","word","fucked",159.83,"Fucks","2012"
"260","Django Unchained","word","n-word",159.88,"Racial Slur","2012"
"261","Django Unchained","word","n-word",160.2,"Racial Slur","2012"
"262","Django Unchained","word","ass",160.28,"PG-13","2012"
"263","Inglorious Basterds","word","hell",22.2,"PG-13","2009"
"264","Inglorious Basterds","word","goddamn",22.22,"PG-13","2009"
"265","Inglorious Basterds","word","fucking",22.32,"Fucks","2009"
"266","Inglorious Basterds","word","bitch",22.55,"Female Slur","2009"
"267","Inglorious Basterds","word","fucking",30.93,"Fucks","2009"
"268","Inglorious Basterds","word","goddamn",31.05,"PG-13","2009"
"269","Inglorious Basterds","word","goddamn",32.52,"PG-13","2009"
"270","Inglorious Basterds","word","ass",32.65,"PG-13","2009"
"271","Inglorious Basterds","word","fuck",32.97,"Fucks","2009"
"272","Inglorious Basterds","word","shitting",34.9,"Shits","2009"
"273","Inglorious Basterds","word","fucking",34.97,"Fucks","2009"
"274","Inglorious Basterds","word","fucking",35.05,"Fucks","2009"
"275","Inglorious Basterds","word","fucking",35.1,"Fucks","2009"
"276","Inglorious Basterds","word","damn",35.2,"PG-13","2009"
"277","Inglorious Basterds","word","fuck",35.3,"Fucks","2009"
"278","Inglorious Basterds","word","ass",48.17,"PG-13","2009"
"279","Inglorious Basterds","word","negro",48.68,"Racial Slur","2009"
"280","Inglorious Basterds","word","shit",51.48,"Shits","2009"
"281","Inglorious Basterds","word","hell",52.55,"PG-13","2009"
"282","Inglorious Basterds","word","negro",58.43,"Racial Slur","2009"
"283","Inglorious Basterds","word","negro",59.38,"Racial Slur","2009"
"284","Inglorious Basterds","word","negro",59.57,"Racial Slur","2009"
"285","Inglorious Basterds","word","fuck",61.83,"Fucks","2009"
"286","Inglorious Basterds","word","goddamn",69.48,"PG-13","2009"
"287","Inglorious Basterds","word","fucking",69.5,"Fucks","2009"
"288","Inglorious Basterds","word","squaw",73,"Racial Slur","2009"
"289","Inglorious Basterds","word","ass",75.83,"PG-13","2009"
"290","Inglorious Basterds","word","negro",86.97,"Racial Slur","2009"
"291","Inglorious Basterds","word","slut",90.53,"Female Slur","2009"
"292","Inglorious Basterds","word","hell",92.03,"PG-13","2009"
"293","Inglorious Basterds","word","damn",92.27,"PG-13","2009"
"294","Inglorious Basterds","word","fucking",96.87,"Fucks","2009"
"295","Inglorious Basterds","word","goddamn",97.12,"PG-13","2009"
"296","Inglorious Basterds","word","fuck",97.53,"Fucks","2009"
"297","Inglorious Basterds","word","hell",100.97,"PG-13","2009"
"298","Inglorious Basterds","word","damn",101,"PG-13","2009"
"299","Inglorious Basterds","word","fuck",101.82,"Fucks","2009"
"300","Inglorious Basterds","word","ass",102.68,"PG-13","2009"
"301","Inglorious Basterds","word","shit",103.4,"Shits","2009"
"302","Inglorious Basterds","word","fucking",103.82,"Fucks","2009"
"303","Inglorious Basterds","word","fucker",107.77,"Fucks","2009"
"304","Inglorious Basterds","word","fuck",107.82,"Fucks","2009"
"305","Inglorious Basterds","word","ass",111.43,"PG-13","2009"
"306","Inglorious Basterds","word","fucking",121.53,"Fucks","2009"
"307","Inglorious Basterds","word","shithead",121.53,"Shits","2009"
"308","Inglorious Basterds","word","fuck",121.55,"Fucks","2009"
"309","Inglorious Basterds","word","fuck",121.57,"Fucks","2009"
"310","Inglorious Basterds","word","shithead",121.62,"Shits","2009"
"311","Inglorious Basterds","word","fuck",121.63,"Fucks","2009"
"312","Inglorious Basterds","word","fuck",121.68,"Fucks","2009"
"313","Inglorious Basterds","word","goddamn",121.77,"PG-13","2009"
"314","Inglorious Basterds","word","bitches",121.78,"Female Slur","2009"
"315","Inglorious Basterds","word","goddamn",121.87,"PG-13","2009"
"316","Inglorious Basterds","word","damn",124.72,"PG-13","2009"
"317","Inglorious Basterds","word","shit",137.82,"Shits","2009"
"318","Inglorious Basterds","word","ass",138.93,"PG-13","2009"
"319","Inglorious Basterds","word","fuck",147.62,"Fucks","2009"
"320","Inglorious Basterds","word","goddamn",148.73,"PG-13","2009"
"321","Jackie Brown","word","ass",4.38,"PG-13","1997"
"322","Jackie Brown","word","shit",4.53,"Shits","1997"
"323","Jackie Brown","word","shit",4.63,"Shits","1997"
"324","Jackie Brown","word","motherfucker",4.85,"Fucks","1997"
"325","Jackie Brown","word","shit",4.95,"Shits","1997"
"326","Jackie Brown","word","shit",5,"Shits","1997"
"327","Jackie Brown","word","motherfucker",5.28,"Fucks","1997"
"328","Jackie Brown","word","n-word",5.37,"Racial Slur","1997"
"329","Jackie Brown","word","n-word",5.45,"Racial Slur","1997"
"330","Jackie Brown","word","fucking",5.53,"Fucks","1997"
"331","Jackie Brown","word","damn",5.6,"PG-13","1997"
"332","Jackie Brown","word","n-word",5.67,"Racial Slur","1997"
"333","Jackie Brown","word","shit",5.7,"Shits","1997"
"334","Jackie Brown","word","n-word",6.02,"Racial Slur","1997"
"335","Jackie Brown","word","motherfucker",6.08,"Fucks","1997"
"336","Jackie Brown","word","shit",6.18,"Shits","1997"
"337","Jackie Brown","word","motherfucker",6.37,"Fucks","1997"
"338","Jackie Brown","word","ass",6.7,"PG-13","1997"
"339","Jackie Brown","word","shit",7.45,"Shits","1997"
"340","Jackie Brown","word","shit",8.35,"Shits","1997"
"341","Jackie Brown","word","n-word",8.58,"Racial Slur","1997"
"342","Jackie Brown","word","n-word",8.62,"Racial Slur","1997"
"343","Jackie Brown","word","n-word",8.65,"Racial Slur","1997"
"344","Jackie Brown","word","motherfucking",8.82,"Fucks","1997"
"345","Jackie Brown","word","motherfuckers",9.23,"Fucks","1997"
"346","Jackie Brown","word","bitch",9.97,"Female Slur","1997"
"347","Jackie Brown","word","fuck",10.08,"Fucks","1997"
"348","Jackie Brown","word","fuck",10.12,"Fucks","1997"
"349","Jackie Brown","word","goddamn",10.2,"PG-13","1997"
"350","Jackie Brown","word","n-word",10.2,"Racial Slur","1997"
"351","Jackie Brown","word","goddamn",10.25,"PG-13","1997"
"352","Jackie Brown","word","motherfuckers",10.5,"Fucks","1997"
"353","Jackie Brown","word","shit",10.52,"Shits","1997"
"354","Jackie Brown","word","motherfucking",10.53,"Fucks","1997"
"355","Jackie Brown","word","fuck",10.58,"Fucks","1997"
"356","Jackie Brown","word","n-word",12.12,"Racial Slur","1997"
"357","Jackie Brown","word","shit",12.82,"Shits","1997"
"358","Jackie Brown","word","fuck",12.82,"Fucks","1997"
"359","Jackie Brown","word","ass",13.1,"PG-13","1997"
"360","Jackie Brown","word","fuck",15.63,"Fucks","1997"
"361","Jackie Brown","word","n-word",15.68,"Racial Slur","1997"
"362","Jackie Brown","word","n-word",15.72,"Racial Slur","1997"
"363","Jackie Brown","word","ass",15.98,"PG-13","1997"
"364","Jackie Brown","word","motherfucking",16.03,"Fucks","1997"
"365","Jackie Brown","word","n-word",16.1,"Racial Slur","1997"
"366","Jackie Brown","word","ass",16.2,"PG-13","1997"
"367","Jackie Brown","word","n-word",16.23,"Racial Slur","1997"
"368","Jackie Brown","word","goddamn",16.25,"PG-13","1997"
"369","Jackie Brown","word","shit",16.28,"Shits","1997"
"370","Jackie Brown","word","ass",16.3,"PG-13","1997"
"371","Jackie Brown","word","ass",16.33,"PG-13","1997"
"372","Jackie Brown","word","motherfucking",16.35,"Fucks","1997"
"373","Jackie Brown","word","n-word",16.38,"Racial Slur","1997"
"374","Jackie Brown","word","motherfucker",16.47,"Fucks","1997"
"375","Jackie Brown","word","hell",16.52,"PG-13","1997"
"376","Jackie Brown","word","shit",16.55,"Shits","1997"
"377","Jackie Brown","word","ass",16.58,"PG-13","1997"
"378","Jackie Brown","word","shit",16.65,"Shits","1997"
"379","Jackie Brown","word","n-word",16.77,"Racial Slur","1997"
"380","Jackie Brown","word","fucking",16.87,"Fucks","1997"
"381","Jackie Brown","word","n-word",17.12,"Racial Slur","1997"
"382","Jackie Brown","word","ass",17.22,"PG-13","1997"
"383","Jackie Brown","word","n-word",17.25,"Racial Slur","1997"
"384","Jackie Brown","word","fuck",17.3,"Fucks","1997"
"385","Jackie Brown","word","shit",17.4,"Shits","1997"
"386","Jackie Brown","word","fucking",17.42,"Fucks","1997"
"387","Jackie Brown","word","ass",17.48,"PG-13","1997"
"388","Jackie Brown","word","fucking",17.52,"Fucks","1997"
"389","Jackie Brown","word","n-word",17.82,"Racial Slur","1997"
"390","Jackie Brown","word","n-word",17.82,"Racial Slur","1997"
"391","Jackie Brown","word","n-word",17.85,"Racial Slur","1997"
"392","Jackie Brown","word","n-word",17.9,"Racial Slur","1997"
"393","Jackie Brown","word","n-word",17.95,"Racial Slur","1997"
"394","Jackie Brown","word","ass",18.23,"PG-13","1997"
"395","Jackie Brown","word","shit",18.38,"Shits","1997"
"396","Jackie Brown","word","n-word",18.8,"Racial Slur","1997"
"397","Jackie Brown","word","shit",19.07,"Shits","1997"
"398","Jackie Brown","word","motherfucker",19.35,"Fucks","1997"
"399","Jackie Brown","word","motherfucker",19.45,"Fucks","1997"
"400","Jackie Brown","word","fuck",19.47,"Fucks","1997"
"401","Jackie Brown","word","shit",19.47,"Shits","1997"
"402","Jackie Brown","word","fucking",19.58,"Fucks","1997"
"403","Jackie Brown","word","ass",19.62,"PG-13","1997"
"404","Jackie Brown","word","goddamn",19.72,"PG-13","1997"
"405","Jackie Brown","word","goddamn",19.83,"PG-13","1997"
"406","Jackie Brown","word","goddamn",19.93,"PG-13","1997"
"407","Jackie Brown","word","ass",19.95,"PG-13","1997"
"408","Jackie Brown","word","n-word",20.05,"Racial Slur","1997"
"409","Jackie Brown","word","motherfucker",20.12,"Fucks","1997"
"410","Jackie Brown","word","ass",20.17,"PG-13","1997"
"411","Jackie Brown","word","goddamn",20.22,"PG-13","1997"
"412","Jackie Brown","word","ass",20.28,"PG-13","1997"
"413","Jackie Brown","word","ass",20.35,"PG-13","1997"
"414","Jackie Brown","word","n-word",20.38,"Racial Slur","1997"
"415","Jackie Brown","word","fucking",20.52,"Fucks","1997"
"416","Jackie Brown","word","n-word",20.57,"Racial Slur","1997"
"417","Jackie Brown","word","shit",20.58,"Shits","1997"
"418","Jackie Brown","word","fucking",20.65,"Fucks","1997"
"419","Jackie Brown","word","motherfucker",21.05,"Fucks","1997"
"420","Jackie Brown","word","motherfucker",21.12,"Fucks","1997"
"421","Jackie Brown","word","goddamn",21.13,"PG-13","1997"
"422","Jackie Brown","word","motherfucker",21.18,"Fucks","1997"
"423","Jackie Brown","word","hell",21.22,"PG-13","1997"
"424","Jackie Brown","word","n-word",23.07,"Racial Slur","1997"
"425","Jackie Brown","word","shit",25.53,"Shits","1997"
"426","Jackie Brown","word","goddamn",26.13,"PG-13","1997"
"427","Jackie Brown","word","motherfucking",26.37,"Fucks","1997"
"428","Jackie Brown","word","ass",26.38,"PG-13","1997"
"429","Jackie Brown","word","n-word",27.07,"Racial Slur","1997"
"430","Jackie Brown","word","fuck",27.08,"Fucks","1997"
"431","Jackie Brown","word","n-word",27.2,"Racial Slur","1997"
"432","Jackie Brown","word","n-word",27.22,"Racial Slur","1997"
"433","Jackie Brown","word","n-word",27.48,"Racial Slur","1997"
"434","Jackie Brown","word","shitty",28.67,"Shits","1997"
"435","Jackie Brown","word","fucking",28.72,"Fucks","1997"
"436","Jackie Brown","word","goddamn",29.05,"PG-13","1997"
"437","Jackie Brown","word","fucking",29.72,"Fucks","1997"
"438","Jackie Brown","word","fucks",30.63,"Fucks","1997"
"439","Jackie Brown","word","shit",30.63,"Shits","1997"
"440","Jackie Brown","word","shittiest",30.77,"Shits","1997"
"441","Jackie Brown","word","fucking",30.78,"Fucks","1997"
"442","Jackie Brown","word","shit",30.8,"Shits","1997"
"443","Jackie Brown","word","fuck",31.97,"Fucks","1997"
"444","Jackie Brown","word","shit",32.13,"Shits","1997"
"445","Jackie Brown","word","shitty",32.4,"Shits","1997"
"446","Jackie Brown","word","goddamn",32.65,"PG-13","1997"
"447","Jackie Brown","word","shit",33.47,"Shits","1997"
"448","Jackie Brown","word","shit",33.67,"Shits","1997"
