"","movie","type","word","minutes_in","group","year"
"1295","Reservoir Dogs","word","dick",1.75,"Male Genitalia","1992"
"1296","Reservoir Dogs","word","dick",1.75,"Male Genitalia","1992"
"1297","Reservoir Dogs","word","dick",1.75,"Male Genitalia","1992"
"1298","Reservoir Dogs","word","dick",1.75,"Male Genitalia","1992"
"1299","Reservoir Dogs","word","dick",1.75,"Male Genitalia","1992"
"1300","Reservoir Dogs","word","dick",1.75,"Male Genitalia","1992"
"1301","Reservoir Dogs","word","dicks",1.75,"Male Genitalia","1992"
"1302","Reservoir Dogs","word","motherfucker",1.83,"Fucks","1992"
"1303","Reservoir Dogs","word","dick",1.96,"Male Genitalia","1992"
"1304","Reservoir Dogs","word","pussy",2.15,"PG-13","1992"
"1305","Reservoir Dogs","word","fucks",2.18,"Fucks","1992"
"1306","Reservoir Dogs","word","fuck",2.3,"Fucks","1992"
"1307","Reservoir Dogs","word","fucking",2.45,"Fucks","1992"
"1308","Reservoir Dogs","word","hell",2.48,"PG-13","1992"
"1309","Reservoir Dogs","word","fucking",2.51,"Fucks","1992"
"1310","Reservoir Dogs","word","fucking",2.81,"Fucks","1992"
"1311","Reservoir Dogs","word","dick",2.86,"Male Genitalia","1992"
"1312","Reservoir Dogs","word","jap",2.93,"Racial Slur","1992"
"1313","Reservoir Dogs","word","fuck",3.05,"Fucks","1992"
"1314","Reservoir Dogs","word","shit",3.2,"Shits","1992"
"1315","Reservoir Dogs","word","fucking",3.4,"Fucks","1992"
"1316","Reservoir Dogs","word","fucking",3.55,"Fucks","1992"
"1317","Reservoir Dogs","word","fucking",3.7,"Fucks","1992"
"1318","Reservoir Dogs","word","motherfucker",3.93,"Fucks","1992"
"1319","Reservoir Dogs","word","motherfucker",3.98,"Fucks","1992"
"1320","Reservoir Dogs","word","shit",4.35,"Shits","1992"
"1321","Reservoir Dogs","word","shit",4.76,"Shits","1992"
"1322","Reservoir Dogs","word","fucking",4.86,"Fucks","1992"
"1323","Reservoir Dogs","word","dick",5.25,"Male Genitalia","1992"
"1324","Reservoir Dogs","word","fucking",5.41,"Fucks","1992"
"1325","Reservoir Dogs","word","fucking",5.51,"Fucks","1992"
"1326","Reservoir Dogs","word","fucking",5.55,"Fucks","1992"
"1327","Reservoir Dogs","word","fucking",5.61,"Fucks","1992"
"1328","Reservoir Dogs","word","bullshit",6.23,"Shits","1992"
"1329","Reservoir Dogs","word","fuck",6.46,"Fucks","1992"
"1330","Reservoir Dogs","word","fucked",6.58,"Fucks","1992"
"1331","Reservoir Dogs","word","fucks",6.66,"Fucks","1992"
"1332","Reservoir Dogs","word","bullshit",6.81,"Shits","1992"
"1333","Reservoir Dogs","word","fucking",6.86,"Fucks","1992"
"1334","Reservoir Dogs","word","fucking",6.73,"Fucks","1992"
"1335","Reservoir Dogs","word","bastard",7.38,"PG-13","1992"
"1336","Reservoir Dogs","word","goddamn",7.41,"PG-13","1992"
"1337","Reservoir Dogs","word","goddamn",7.58,"PG-13","1992"
"1338","Reservoir Dogs","word","shit",9.63,"Shits","1992"
"1339","Reservoir Dogs","word","fucking",9.96,"Fucks","1992"
"1340","Reservoir Dogs","word","shit",10.01,"Shits","1992"
"1341","Reservoir Dogs","word","fucking",10.08,"Fucks","1992"
"1342","Reservoir Dogs","word","shit",10.26,"Shits","1992"
"1343","Reservoir Dogs","word","goddamn",11.13,"PG-13","1992"
"1344","Reservoir Dogs","word","fucking",11.13,"Fucks","1992"
"1345","Reservoir Dogs","word","fucking",11.85,"Fucks","1992"
"1346","Reservoir Dogs","word","fucking",12.06,"Fucks","1992"
"1347","Reservoir Dogs","word","fucking",12.08,"Fucks","1992"
"1348","Reservoir Dogs","word","fucking",12.43,"Fucks","1992"
"1349","Reservoir Dogs","word","fucking",12.45,"Fucks","1992"
"1350","Reservoir Dogs","word","fucking",12.9,"Fucks","1992"
"1351","Reservoir Dogs","word","fucking",13.73,"Fucks","1992"
"1352","Reservoir Dogs","word","fuck",14.38,"Fucks","1992"
"1353","Reservoir Dogs","word","fucking",14.66,"Fucks","1992"
"1354","Reservoir Dogs","word","fucking",14.95,"Fucks","1992"
"1355","Reservoir Dogs","word","fucking",15.38,"Fucks","1992"
"1356","Reservoir Dogs","word","fucking",15.41,"Fucks","1992"
"1357","Reservoir Dogs","word","shit",15.45,"Shits","1992"
"1358","Reservoir Dogs","word","fuck",15.51,"Fucks","1992"
"1359","Reservoir Dogs","word","fuck",15.65,"Fucks","1992"
"1360","Reservoir Dogs","word","fucking",15.75,"Fucks","1992"
"1361","Reservoir Dogs","word","fucked",15.86,"Fucks","1992"
"1362","Reservoir Dogs","word","fucked",15.88,"Fucks","1992"
"1363","Reservoir Dogs","word","fucked",15.93,"Fucks","1992"
"1364","Reservoir Dogs","word","fuck",16.45,"Fucks","1992"
"1365","Reservoir Dogs","word","motherfuckers",16.6,"Fucks","1992"
"1366","Reservoir Dogs","word","fucking",16.65,"Fucks","1992"
"1367","Reservoir Dogs","word","fuck",16.75,"Fucks","1992"
"1368","Reservoir Dogs","word","fucking",16.86,"Fucks","1992"
"1369","Reservoir Dogs","word","fucking",17.56,"Fucks","1992"
"1370","Reservoir Dogs","word","fuck",17.63,"Fucks","1992"
"1371","Reservoir Dogs","word","fucking",17.75,"Fucks","1992"
"1372","Reservoir Dogs","word","fucking",17.95,"Fucks","1992"
"1373","Reservoir Dogs","word","fucking",18,"Fucks","1992"
"1374","Reservoir Dogs","word","shit",20.13,"Shits","1992"
"1375","Reservoir Dogs","word","fucking",20.16,"Fucks","1992"
"1376","Reservoir Dogs","word","fuck",20.68,"Fucks","1992"
"1377","Reservoir Dogs","word","fuck",20.73,"Fucks","1992"
"1378","Reservoir Dogs","word","fuck",20.93,"Fucks","1992"
"1379","Reservoir Dogs","word","fucking",20.96,"Fucks","1992"
"1380","Reservoir Dogs","word","asshole",20.98,"PG-13","1992"
"1381","Reservoir Dogs","word","fuck",21,"Fucks","1992"
"1382","Reservoir Dogs","word","fucking",21.01,"Fucks","1992"
"1383","Reservoir Dogs","word","fuck",21.2,"Fucks","1992"
"1384","Reservoir Dogs","word","fucking",22.18,"Fucks","1992"
"1385","Reservoir Dogs","word","fuck",22.21,"Fucks","1992"
"1386","Reservoir Dogs","word","motherfucker",22.46,"Fucks","1992"
"1387","Reservoir Dogs","word","fuck",22.6,"Fucks","1992"
"1388","Reservoir Dogs","word","goddamn",22.71,"PG-13","1992"
"1389","Reservoir Dogs","word","ass",22.8,"PG-13","1992"
"1390","Reservoir Dogs","word","fuck",23,"Fucks","1992"
"1391","Reservoir Dogs","word","fucking",23.2,"Fucks","1992"
"1392","Reservoir Dogs","word","assholes",23.35,"PG-13","1992"
"1393","Reservoir Dogs","word","fucking",24.01,"Fucks","1992"
"1394","Reservoir Dogs","word","fuck",24.05,"Fucks","1992"
"1395","Reservoir Dogs","word","fucking",24.6,"Fucks","1992"
"1396","Reservoir Dogs","word","fuck",24.66,"Fucks","1992"
"1397","Reservoir Dogs","word","fucking",24.76,"Fucks","1992"
"1398","Reservoir Dogs","word","fucking",25.13,"Fucks","1992"
"1399","Reservoir Dogs","word","shit",25.35,"Shits","1992"
"1400","Reservoir Dogs","word","fuck",25.45,"Fucks","1992"
"1401","Reservoir Dogs","word","fucking",25.75,"Fucks","1992"
"1402","Reservoir Dogs","word","bullshit",25.76,"Shits","1992"
"1403","Reservoir Dogs","word","fucking",26.01,"Fucks","1992"
"1404","Reservoir Dogs","word","fucking",26.06,"Fucks","1992"
"1405","Reservoir Dogs","word","fucking",26.16,"Fucks","1992"
"1406","Reservoir Dogs","word","fucking",26.26,"Fucks","1992"
"1407","Reservoir Dogs","word","hell",27.21,"PG-13","1992"
"1408","Reservoir Dogs","word","shit",28.6,"Shits","1992"
"1409","Reservoir Dogs","word","fucking",28.6,"Fucks","1992"
"1410","Reservoir Dogs","word","fucking",28.83,"Fucks","1992"
"1411","Reservoir Dogs","word","shit",28.83,"Shits","1992"
"1412","Reservoir Dogs","word","shit",29.16,"Shits","1992"
"1413","Reservoir Dogs","word","hell",29.18,"PG-13","1992"
"1414","Reservoir Dogs","word","fucking",31.13,"Fucks","1992"
"1415","Reservoir Dogs","word","fuck",31.5,"Fucks","1992"
"1416","Reservoir Dogs","word","fucking",31.6,"Fucks","1992"
"1417","Reservoir Dogs","word","fuck",31.8,"Fucks","1992"
"1418","Reservoir Dogs","word","fuck",31.81,"Fucks","1992"
"1419","Reservoir Dogs","word","fucking",31.88,"Fucks","1992"
"1420","Reservoir Dogs","word","hell",32.11,"PG-13","1992"
"1421","Reservoir Dogs","word","fucking",32.43,"Fucks","1992"
"1422","Reservoir Dogs","word","fuck",32.55,"Fucks","1992"
"1423","Reservoir Dogs","word","fucking",32.58,"Fucks","1992"
"1424","Reservoir Dogs","word","shit",32.6,"Shits","1992"
"1425","Reservoir Dogs","word","fuck",32.63,"Fucks","1992"
"1426","Reservoir Dogs","word","fucking",32.7,"Fucks","1992"
"1427","Reservoir Dogs","word","shit",32.91,"Shits","1992"
"1428","Reservoir Dogs","word","asshole",33.76,"PG-13","1992"
"1429","Reservoir Dogs","word","shit",33.81,"Shits","1992"
"1430","Reservoir Dogs","word","fucking",33.9,"Fucks","1992"
"1431","Reservoir Dogs","word","fucking",34.3,"Fucks","1992"
"1432","Reservoir Dogs","word","fuck",34.38,"Fucks","1992"
"1433","Reservoir Dogs","word","fucking",34.46,"Fucks","1992"
"1434","Reservoir Dogs","word","fucking",34.56,"Fucks","1992"
"1435","Reservoir Dogs","word","fucking",34.6,"Fucks","1992"
"1436","Reservoir Dogs","word","fuck",34.71,"Fucks","1992"
"1437","Reservoir Dogs","word","fucking",34.75,"Fucks","1992"
"1438","Reservoir Dogs","word","fuck",34.85,"Fucks","1992"
"1439","Reservoir Dogs","word","asshole",34.98,"PG-13","1992"
"1440","Reservoir Dogs","word","assholes",35.48,"PG-13","1992"
"1441","Reservoir Dogs","word","fuck",35.5,"Fucks","1992"
"1442","Reservoir Dogs","word","fucking",35.6,"Fucks","1992"
"1443","Reservoir Dogs","word","fucking",35.61,"Fucks","1992"
"1444","Reservoir Dogs","word","n-word",35.61,"Racial Slur","1992"
"1445","Reservoir Dogs","word","n-word",35.63,"Racial Slur","1992"
"1446","Reservoir Dogs","word","fucking",35.71,"Fucks","1992"
"1447","Reservoir Dogs","word","fucking",35.83,"Fucks","1992"
"1448","Reservoir Dogs","word","fuck",35.88,"Fucks","1992"
"1449","Reservoir Dogs","word","asses",35.95,"PG-13","1992"
"1450","Reservoir Dogs","word","fuck",36.01,"Fucks","1992"
"1451","Reservoir Dogs","word","shit",36.06,"Shits","1992"
"1452","Reservoir Dogs","word","fucking",36.11,"Fucks","1992"
"1453","Reservoir Dogs","word","fuck",37.41,"Fucks","1992"
"1454","Reservoir Dogs","word","fucking",37.48,"Fucks","1992"
"1455","Reservoir Dogs","word","fuck",37.91,"Fucks","1992"
"1456","Reservoir Dogs","word","fucking",39.06,"Fucks","1992"
"1457","Reservoir Dogs","word","asshole",39.06,"PG-13","1992"
"1458","Reservoir Dogs","word","fucking",39.18,"Fucks","1992"
"1459","Reservoir Dogs","word","hell",39.46,"PG-13","1992"
"1460","Reservoir Dogs","word","hell",39.6,"PG-13","1992"
"1461","Reservoir Dogs","word","bitch",39.88,"Female Slur","1992"
"1462","Reservoir Dogs","word","fucking",40.13,"Fucks","1992"
"1463","Reservoir Dogs","word","ass",40.15,"PG-13","1992"
"1464","Reservoir Dogs","word","ass",40.3,"PG-13","1992"
"1465","Reservoir Dogs","word","fuckup",40.48,"Fucks","1992"
"1466","Reservoir Dogs","word","shit",40.96,"Shits","1992"
"1467","Reservoir Dogs","word","fuck",41.25,"Fucks","1992"
"1468","Reservoir Dogs","word","bastard",41.3,"PG-13","1992"
"1469","Reservoir Dogs","word","fuck",41.31,"Fucks","1992"
"1470","Reservoir Dogs","word","fuck",41.43,"Fucks","1992"
"1471","Reservoir Dogs","word","fucking",41.75,"Fucks","1992"
"1472","Reservoir Dogs","word","ass",41.76,"PG-13","1992"
"1473","Reservoir Dogs","word","bitch",41.85,"Female Slur","1992"
"1474","Reservoir Dogs","word","fucking",41.93,"Fucks","1992"
"1475","Reservoir Dogs","word","n-word",41.93,"Racial Slur","1992"
"1476","Reservoir Dogs","word","ass",42,"PG-13","1992"
"1477","Reservoir Dogs","word","fucking",42.03,"Fucks","1992"
"1478","Reservoir Dogs","word","bitch",42.11,"Female Slur","1992"
"1479","Reservoir Dogs","word","bitch",42.13,"Female Slur","1992"
"1480","Reservoir Dogs","word","shit",42.16,"Shits","1992"
"1481","Reservoir Dogs","word","fuck",42.55,"Fucks","1992"
"1482","Reservoir Dogs","word","motherfucker",42.56,"Fucks","1992"
"1483","Reservoir Dogs","word","fucker",42.6,"Fucks","1992"
"1484","Reservoir Dogs","word","shitty",42.66,"Shits","1992"
"1485","Reservoir Dogs","word","asshead",42.86,"PG-13","1992"
"1486","Reservoir Dogs","word","fucking",43.06,"Fucks","1992"
"1487","Reservoir Dogs","word","fucking",43.31,"Fucks","1992"
"1488","Reservoir Dogs","word","shit",43.35,"Shits","1992"
"1489","Reservoir Dogs","word","fuck",42.7,"Fucks","1992"
"1490","Reservoir Dogs","word","fuck",42.71,"Fucks","1992"
"1491","Reservoir Dogs","word","shit",43.86,"Shits","1992"
"1492","Reservoir Dogs","word","fucking",44,"Fucks","1992"
"1493","Reservoir Dogs","word","shit",44.03,"Shits","1992"
"1494","Reservoir Dogs","word","fucked",44.65,"Fucks","1992"
"1495","Reservoir Dogs","word","fuck",44.9,"Fucks","1992"
"1496","Reservoir Dogs","word","fucking",45.26,"Fucks","1992"
"1497","Reservoir Dogs","word","damn",45.4,"PG-13","1992"
"1498","Reservoir Dogs","word","fucking",46.48,"Fucks","1992"
"1499","Reservoir Dogs","word","fuck",46.53,"Fucks","1992"
"1500","Reservoir Dogs","word","fucking",46.65,"Fucks","1992"
"1501","Reservoir Dogs","word","fucking",46.66,"Fucks","1992"
"1502","Reservoir Dogs","word","fuck",47.5,"Fucks","1992"
"1503","Reservoir Dogs","word","fucking",47.51,"Fucks","1992"
"1504","Reservoir Dogs","word","fucking",47.55,"Fucks","1992"
"1505","Reservoir Dogs","word","fucking",47.7,"Fucks","1992"
"1506","Reservoir Dogs","word","fucking",47.71,"Fucks","1992"
"1507","Reservoir Dogs","word","fucking",47.73,"Fucks","1992"
"1508","Reservoir Dogs","word","fucking",47.75,"Fucks","1992"
"1509","Reservoir Dogs","word","fucking",47.8,"Fucks","1992"
"1510","Reservoir Dogs","word","fucking",47.88,"Fucks","1992"
"1511","Reservoir Dogs","word","shit",47.98,"Shits","1992"
"1512","Reservoir Dogs","word","fucking",48.08,"Fucks","1992"
"1513","Reservoir Dogs","word","bullshit",48.15,"Shits","1992"
"1514","Reservoir Dogs","word","fuck",48.16,"Fucks","1992"
"1515","Reservoir Dogs","word","fucking",48.25,"Fucks","1992"
"1516","Reservoir Dogs","word","fucking",48.26,"Fucks","1992"
"1517","Reservoir Dogs","word","hell",48.31,"PG-13","1992"
"1518","Reservoir Dogs","word","fucking",48.38,"Fucks","1992"
"1519","Reservoir Dogs","word","fucking",48.48,"Fucks","1992"
"1520","Reservoir Dogs","word","assholes",48.48,"PG-13","1992"
"1521","Reservoir Dogs","word","asshole",48.51,"PG-13","1992"
"1522","Reservoir Dogs","word","fucking",48.55,"Fucks","1992"
"1523","Reservoir Dogs","word","fucking",48.56,"Fucks","1992"
"1524","Reservoir Dogs","word","fucking",48.58,"Fucks","1992"
"1525","Reservoir Dogs","word","fucking",48.61,"Fucks","1992"
"1526","Reservoir Dogs","word","fucking",48.78,"Fucks","1992"
"1527","Reservoir Dogs","word","fucking",48.98,"Fucks","1992"
"1528","Reservoir Dogs","word","fucking",49.06,"Fucks","1992"
"1529","Reservoir Dogs","word","fucking",49.15,"Fucks","1992"
"1530","Reservoir Dogs","word","bastard",49.61,"PG-13","1992"
"1531","Reservoir Dogs","word","fuck",49.68,"Fucks","1992"
"1532","Reservoir Dogs","word","fucking",49.7,"Fucks","1992"
"1533","Reservoir Dogs","word","goddamn",49.75,"PG-13","1992"
"1534","Reservoir Dogs","word","fucking",49.8,"Fucks","1992"
"1535","Reservoir Dogs","word","fucking",49.9,"Fucks","1992"
"1536","Reservoir Dogs","word","fucking",49.98,"Fucks","1992"
"1537","Reservoir Dogs","word","fucking",50.51,"Fucks","1992"
"1538","Reservoir Dogs","word","bastard",50.68,"PG-13","1992"
"1539","Reservoir Dogs","word","fucking",50.76,"Fucks","1992"
"1540","Reservoir Dogs","word","motherfucker",50.91,"Fucks","1992"
"1541","Reservoir Dogs","word","fucking",51.08,"Fucks","1992"
"1542","Reservoir Dogs","word","fucking",51.36,"Fucks","1992"
"1543","Reservoir Dogs","word","fucking",51.51,"Fucks","1992"
"1544","Reservoir Dogs","word","fuck",51.88,"Fucks","1992"
"1545","Reservoir Dogs","word","fucking",51.98,"Fucks","1992"
"1546","Reservoir Dogs","word","fucking",53.28,"Fucks","1992"
"1547","Reservoir Dogs","word","shit",53.43,"Shits","1992"
"1548","Reservoir Dogs","word","bitch",53.93,"Female Slur","1992"
"1549","Reservoir Dogs","word","bullshit",54.25,"Shits","1992"
"1550","Reservoir Dogs","word","fuck",54.3,"Fucks","1992"
"1551","Reservoir Dogs","word","fuck",56.73,"Fucks","1992"
"1552","Reservoir Dogs","word","shit",61,"Shits","1992"
"1553","Reservoir Dogs","word","shit",62.15,"Shits","1992"
"1554","Reservoir Dogs","word","fuck",62.28,"Fucks","1992"
"1555","Reservoir Dogs","word","fuck",62.83,"Fucks","1992"
"1556","Reservoir Dogs","word","fuck",62.91,"Fucks","1992"
"1557","Reservoir Dogs","word","fucking",62.95,"Fucks","1992"
"1558","Reservoir Dogs","word","bastard",62.95,"PG-13","1992"
"1559","Reservoir Dogs","word","fuck",63.15,"Fucks","1992"
"1560","Reservoir Dogs","word","fucking",63.21,"Fucks","1992"
"1561","Reservoir Dogs","word","fucking",63.26,"Fucks","1992"
"1562","Reservoir Dogs","word","fucking",63.3,"Fucks","1992"
"1563","Reservoir Dogs","word","fuck",63.33,"Fucks","1992"
"1564","Reservoir Dogs","word","fuck",63.35,"Fucks","1992"
"1565","Reservoir Dogs","word","fucking",63.38,"Fucks","1992"
"1566","Reservoir Dogs","word","fucking",62.41,"Fucks","1992"
"1567","Reservoir Dogs","word","pussy",63.81,"PG-13","1992"
"1568","Reservoir Dogs","word","fucking",63.91,"Fucks","1992"
"1569","Reservoir Dogs","word","motherfucker",64.31,"Fucks","1992"
"1570","Reservoir Dogs","word","ass",64.46,"PG-13","1992"
"1571","Reservoir Dogs","word","goddamn",64.75,"PG-13","1992"
"1572","Reservoir Dogs","word","fucking",64.76,"Fucks","1992"
"1573","Reservoir Dogs","word","motherfucker",65.15,"Fucks","1992"
"1574","Reservoir Dogs","word","ass",65.65,"PG-13","1992"
"1575","Reservoir Dogs","word","damned",65.73,"PG-13","1992"
"1576","Reservoir Dogs","word","motherfucker",65.76,"Fucks","1992"
"1577","Reservoir Dogs","word","ass",65.76,"PG-13","1992"
"1578","Reservoir Dogs","word","fucking",66.05,"Fucks","1992"
"1579","Reservoir Dogs","word","fucking",66.35,"Fucks","1992"
"1580","Reservoir Dogs","word","fucking",66.36,"Fucks","1992"
"1581","Reservoir Dogs","word","fucking",66.46,"Fucks","1992"
"1582","Reservoir Dogs","word","fucking",66.5,"Fucks","1992"
"1583","Reservoir Dogs","word","ass",66.5,"PG-13","1992"
"1584","Reservoir Dogs","word","hell",66.96,"PG-13","1992"
"1585","Reservoir Dogs","word","bullshit",67.03,"Shits","1992"
"1586","Reservoir Dogs","word","fucking",67.21,"Fucks","1992"
"1587","Reservoir Dogs","word","fucking",67.28,"Fucks","1992"
"1588","Reservoir Dogs","word","shit",67.3,"Shits","1992"
"1589","Reservoir Dogs","word","fucking",67.48,"Fucks","1992"
"1590","Reservoir Dogs","word","shit",67.88,"Shits","1992"
"1591","Reservoir Dogs","word","motherfucker",68.01,"Fucks","1992"
"1592","Reservoir Dogs","word","fucking",68.66,"Fucks","1992"
"1593","Reservoir Dogs","word","fucking",69.25,"Fucks","1992"
"1594","Reservoir Dogs","word","fuck",69.28,"Fucks","1992"
"1595","Reservoir Dogs","word","shit",69.3,"Shits","1992"
"1596","Reservoir Dogs","word","bitch",69.31,"Female Slur","1992"
"1597","Reservoir Dogs","word","shit",69.35,"Shits","1992"
"1598","Reservoir Dogs","word","ass",69.46,"PG-13","1992"
"1599","Reservoir Dogs","word","fucking",69.48,"Fucks","1992"
"1600","Reservoir Dogs","word","fucking",69.51,"Fucks","1992"
"1601","Reservoir Dogs","word","fucking",69.53,"Fucks","1992"
"1602","Reservoir Dogs","word","motherfucker",69.61,"Fucks","1992"
"1603","Reservoir Dogs","word","shit",69.78,"Shits","1992"
"1604","Reservoir Dogs","word","fucking",69.86,"Fucks","1992"
"1605","Reservoir Dogs","word","ass",69.88,"PG-13","1992"
"1606","Reservoir Dogs","word","fucking",70.06,"Fucks","1992"
"1607","Reservoir Dogs","word","fucking",71.63,"Fucks","1992"
"1608","Reservoir Dogs","word","fuck",71.95,"Fucks","1992"
"1609","Reservoir Dogs","word","fucking",72.16,"Fucks","1992"
"1610","Reservoir Dogs","word","fucking",72.4,"Fucks","1992"
"1611","Reservoir Dogs","word","asshole",72.58,"PG-13","1992"
"1612","Reservoir Dogs","word","fucking",72.61,"Fucks","1992"
"1613","Reservoir Dogs","word","fucking",72.95,"Fucks","1992"
"1614","Reservoir Dogs","word","bitch",73.05,"Female Slur","1992"
"1615","Reservoir Dogs","word","fucking",73.28,"Fucks","1992"
"1616","Reservoir Dogs","word","fucking",73.36,"Fucks","1992"
"1617","Reservoir Dogs","word","shit",74.01,"Shits","1992"
"1618","Reservoir Dogs","word","shit",74.05,"Shits","1992"
"1619","Reservoir Dogs","word","bitch",74.4,"Female Slur","1992"
"1620","Reservoir Dogs","word","shit",74.43,"Shits","1992"
"1621","Reservoir Dogs","word","motherfucker",74.5,"Fucks","1992"
"1622","Reservoir Dogs","word","pussy",76.13,"PG-13","1992"
"1623","Reservoir Dogs","word","shit",76.2,"Shits","1992"
"1624","Reservoir Dogs","word","fucking",76.28,"Fucks","1992"
"1625","Reservoir Dogs","word","fucking",76.3,"Fucks","1992"
"1626","Reservoir Dogs","word","bitch",77.05,"Female Slur","1992"
"1627","Reservoir Dogs","word","bitch",77.06,"Female Slur","1992"
"1628","Reservoir Dogs","word","fuck",77.13,"Fucks","1992"
"1629","Reservoir Dogs","word","n-word",77.25,"Racial Slur","1992"
"1630","Reservoir Dogs","word","shit",77.28,"Shits","1992"
"1631","Reservoir Dogs","word","n-word",77.33,"Racial Slur","1992"
"1632","Reservoir Dogs","word","ass",77.35,"PG-13","1992"
"1633","Reservoir Dogs","word","bitches",77.36,"Female Slur","1992"
"1634","Reservoir Dogs","word","fuck",77.4,"Fucks","1992"
"1635","Reservoir Dogs","word","fucking",78.01,"Fucks","1992"
"1636","Reservoir Dogs","word","fuck",78.55,"Fucks","1992"
"1637","Reservoir Dogs","word","fucking",78.6,"Fucks","1992"
"1638","Reservoir Dogs","word","wetback",78.95,"Racial Slur","1992"
"1639","Reservoir Dogs","word","shit",79.1,"Shits","1992"
"1640","Reservoir Dogs","word","fucking",79.11,"Fucks","1992"
"1641","Reservoir Dogs","word","shit",79.36,"Shits","1992"
"1642","Reservoir Dogs","word","fucking",79.4,"Fucks","1992"
"1643","Reservoir Dogs","word","dick",79.48,"Male Genitalia","1992"
"1644","Reservoir Dogs","word","dick",79.51,"Male Genitalia","1992"
"1645","Reservoir Dogs","word","fucking",79.83,"Fucks","1992"
"1646","Reservoir Dogs","word","fuck",80.18,"Fucks","1992"
"1647","Reservoir Dogs","word","bullshit",80.31,"Shits","1992"
"1648","Reservoir Dogs","word","fucking",80.46,"Fucks","1992"
"1649","Reservoir Dogs","word","hell",80.65,"PG-13","1992"
"1650","Reservoir Dogs","word","faggot",81.65,"Gay Slur","1992"
"1651","Reservoir Dogs","word","shit",82.05,"Shits","1992"
"1652","Reservoir Dogs","word","pussy",82.08,"PG-13","1992"
"1653","Reservoir Dogs","word","goddamn",82.48,"PG-13","1992"
"1654","Reservoir Dogs","word","fucking",82.5,"Fucks","1992"
"1655","Reservoir Dogs","word","fucking",82.73,"Fucks","1992"
"1656","Reservoir Dogs","word","goddamn",82.9,"PG-13","1992"
"1657","Reservoir Dogs","word","goddamn",82.96,"PG-13","1992"
"1658","Reservoir Dogs","word","ass",83.86,"PG-13","1992"
"1659","Reservoir Dogs","word","fucking",84.16,"Fucks","1992"
"1660","Reservoir Dogs","word","shit",84.16,"Shits","1992"
"1661","Reservoir Dogs","word","bitch",84.21,"Female Slur","1992"
"1662","Reservoir Dogs","word","fuck",84.3,"Fucks","1992"
"1663","Reservoir Dogs","word","fuck",84.4,"Fucks","1992"
"1664","Reservoir Dogs","word","bitch",84.5,"Female Slur","1992"
"1665","Reservoir Dogs","word","fuck",85.08,"Fucks","1992"
"1666","Reservoir Dogs","word","fuck",85.28,"Fucks","1992"
"1667","Reservoir Dogs","word","fucking",85.45,"Fucks","1992"
"1668","Reservoir Dogs","word","fucking",86.48,"Fucks","1992"
"1669","Reservoir Dogs","word","fucking",86.86,"Fucks","1992"
"1670","Reservoir Dogs","word","shit",86.91,"Shits","1992"
"1671","Reservoir Dogs","word","fucking",86.96,"Fucks","1992"
"1672","Reservoir Dogs","word","shit",87.06,"Shits","1992"
"1673","Reservoir Dogs","word","fuck",87.73,"Fucks","1992"
"1674","Reservoir Dogs","word","hell",88.38,"PG-13","1992"
"1675","Reservoir Dogs","word","shit",88.45,"Shits","1992"
"1676","Reservoir Dogs","word","fucking",88.76,"Fucks","1992"
"1677","Reservoir Dogs","word","fucking",89.38,"Fucks","1992"
"1678","Reservoir Dogs","word","fucking",89.45,"Fucks","1992"
"1679","Reservoir Dogs","word","fucking",89.48,"Fucks","1992"
"1680","Reservoir Dogs","word","fucking",89.95,"Fucks","1992"
"1681","Reservoir Dogs","word","hell",90.1,"PG-13","1992"
"1682","Reservoir Dogs","word","bullshit",90.15,"Shits","1992"
"1683","Reservoir Dogs","word","hell",90.3,"PG-13","1992"
"1684","Reservoir Dogs","word","fuck",90.36,"Fucks","1992"
"1685","Reservoir Dogs","word","shit",90.4,"Shits","1992"
"1686","Reservoir Dogs","word","fucking",90.5,"Fucks","1992"
"1687","Reservoir Dogs","word","fucking",90.75,"Fucks","1992"
"1688","Reservoir Dogs","word","shit",90.88,"Shits","1992"
"1689","Reservoir Dogs","word","cocksucker",90.91,"Gay Slur","1992"
"1690","Reservoir Dogs","word","fucking",91.15,"Fucks","1992"
"1691","Reservoir Dogs","word","fucking",91.35,"Fucks","1992"
"1692","Reservoir Dogs","word","fucking",91.48,"Fucks","1992"
"1693","Reservoir Dogs","word","fucking",91.75,"Fucks","1992"
"1694","Reservoir Dogs","word","fucking",91.96,"Fucks","1992"
"1695","Reservoir Dogs","word","fucking",92.01,"Fucks","1992"
"1696","Reservoir Dogs","word","goddamn",92.05,"PG-13","1992"
"1697","Reservoir Dogs","word","fucking",92.13,"Fucks","1992"
"1698","Reservoir Dogs","word","fucking",94.73,"Fucks","1992"
"1699","Reservoir Dogs","word","fucking",94.75,"Fucks","1992"
"1700","Reservoir Dogs","word","fucking",94.83,"Fucks","1992"
"1701","Reservoir Dogs","word","fucking",94.9,"Fucks","1992"
"1702","Reservoir Dogs","word","fucking",95.21,"Fucks","1992"
"1703","Reservoir Dogs","word","fucking",95.33,"Fucks","1992"
"1704","Reservoir Dogs","word","fucking",95.33,"Fucks","1992"
